UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.082,none,0.0
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,49.9,0.5005,0.0,0.5,0.0,0.0,0.001,0.153,HDF,0.5
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,50.0,0.5005,0.0,0.5,0.0,0.0,0.001,0.216,HDF,0.5
7274,M22133,M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.102,none,0.0
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,82.6,0.1742,0.0,0.173,0.0,0.0,0.001,0.143,HDF,0.173
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,94.6,0.0543,0.0,0.053,0.0,0.0,0.001,0.169,HDF,0.053
7277,M22136,M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.203,HDF,0.467
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,81.6,0.1842,0.0,0.183,0.0,0.0,0.001,0.261,HDF,0.183
7279,H36692,H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.121,none,0.0
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,78.3,0.2174,0.0,0.217,0.0,0.0,0.001,0.223,HDF,0.217
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,0.0,1.0,0.0,0.433,1.0,0.0,0.001,0.392,PWF,1.0
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.173,none,0.0
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,86.2,0.1378,0.0,0.137,0.0,0.0,0.001,0.218,HDF,0.137
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,18.9,0.8108,0.0,0.271,0.74,0.0,0.001,0.333,PWF,0.74
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.338,HDF,0.467
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.38,HDF,0.467
7287,M22146,M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,85.5,0.1453,0.0,0.144,0.0,0.0,0.001,0.238,HDF,0.144
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.238,none,0.0
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.144,none,0.0
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,71.9,0.2809,0.0,0.28,0.0,0.0,0.001,0.421,HDF,0.28
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.195,none,0.0
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,67.0,0.33,0.0,0.329,0.0,0.0,0.001,0.382,HDF,0.329
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.292,none,0.0
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.252,none,0.0
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.214,none,0.0
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,59.9,0.4006,0.0,0.4,0.0,0.0,0.001,0.474,HDF,0.4
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.172,none,0.0
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,91.9,0.0809,0.0,0.08,0.0,0.0,0.001,0.387,HDF,0.08
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.357,none,0.0
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,87.3,0.1267,0.027,0.101,0.0,0.0,0.001,0.514,HDF/OSF,0.101
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,73.5,0.2647,0.0,0.264,0.0,0.0,0.001,0.435,HDF,0.264
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.412,none,0.0
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,90.3,0.0969,0.0,0.096,0.0,0.0,0.001,0.47,HDF,0.096
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,63.3,0.3673,0.0,0.367,0.0,0.0,0.001,0.491,HDF,0.367
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,63.7,0.3633,0.0,0.363,0.0,0.0,0.001,0.487,HDF,0.363
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.263,none,0.0
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,57.0,0.4301,0.049,0.4,0.0,0.0,0.001,0.525,HDF,0.4
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,54.4,0.4556,0.111,0.387,0.0,0.0,0.001,0.556,HDF,0.387
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,49.8,0.5022,0.169,0.4,0.0,0.0,0.001,0.585,HDF,0.4
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,85.2,0.1476,0.086,0.067,0.0,0.0,0.001,0.543,OSF/HDF,0.086
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.411,none,0.0
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.387,none,0.0
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,46.0,0.54,0.353,0.288,0.0,0.0,0.001,0.676,OSF/HDF,0.353
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,69.7,0.3027,0.005,0.298,0.0,0.0,0.001,0.503,HDF,0.298
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,35.1,0.6493,0.415,0.4,0.0,0.0,0.001,0.707,OSF/HDF,0.415
7316,L54495,L,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,55.8,0.442,0.345,0.147,0.0,0.0,0.001,0.673,OSF,0.345
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,66.0,0.3404,0.282,0.081,0.0,0.0,0.001,0.641,OSF,0.282
7318,L54497,L,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.402,none,0.0
7319,H36732,H,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,95.9,0.0411,0.04,0.0,0.0,0.0,0.001,0.52,OSF,0.04
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.473,none,0.0
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,52.4,0.4756,0.231,0.317,0.0,0.0,0.001,0.616,HDF/OSF,0.317
7322,L54501,L,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.355,none,0.0
7323,H36736,H,299.8,310.2,1573,33.3,168,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.43,none,0.0
7324,L54503,L,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,46.3,0.5369,0.456,0.147,0.0,0.0,0.001,0.728,OSF,0.456
7325,M22184,M,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.388,none,0.0
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,37.9,0.6208,0.479,0.271,0.0,0.0,0.001,0.74,OSF,0.479
7327,M22186,M,299.9,310.5,1335,52.9,180,0,0,0,0,0,0,27.5,0.7249,0.587,0.333,0.0,0.0,0.001,0.793,OSF,0.587
7328,M22187,M,299.9,310.5,1576,39.4,183,0,0,0,0,0,0,78.2,0.2184,0.202,0.0,0.0,0.02,0.001,0.601,OSF,0.202
7329,L54508,L,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,53.2,0.4681,0.427,0.032,0.0,0.04,0.001,0.714,OSF,0.427
7330,M22189,M,299.9,310.4,1576,34.3,188,0,0,0,0,0,0,87.5,0.125,0.075,0.0,0.0,0.053,0.001,0.537,TWF/OSF,0.133
7331,H36744,H,299.8,310.2,1537,36.6,191,0,0,0,0,0,0,85.6,0.1441,0.075,0.0,0.0,0.073,0.001,0.538,TWF/OSF,0.183
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,68.7,0.313,0.219,0.015,0.0,0.107,0.001,0.609,TWF/OSF,0.267
7333,M22192,M,299.8,310.3,1805,23.7,198,0,0,0,0,0,0,87.9,0.1209,0.0,0.0,0.0,0.12,0.001,0.391,TWF,0.3
7334,M22193,M,299.9,310.4,1367,53.3,201,0,0,0,0,0,0,11.7,0.8833,0.786,0.367,0.0,0.14,0.001,0.893,OSF,0.786
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,73.5,0.2648,0.124,0.0,0.0,0.16,0.001,0.562,TWF,0.4
7336,L54515,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,6.9,0.9315,0.869,0.367,0.0,0.173,0.001,0.934,OSF,0.869
7337,H36750,H,299.9,310.5,1549,42.8,208,0,0,0,0,0,0,51.2,0.4878,0.37,0.0,0.0,0.187,0.001,0.685,TWF/OSF,0.467
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,56.9,0.4314,0.27,0.0,0.0,0.22,0.001,0.635,TWF,0.55
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,34.5,0.655,0.517,0.068,0.0,0.233,0.001,0.758,TWF/OSF,0.583
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,67.9,0.3207,0.0,0.32,0.0,0.0,0.001,0.008,HDF,0.32
7342,L54521,L,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,94.4,0.0565,0.0,0.056,0.0,0.0,0.001,0.014,HDF,0.056
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.017,none,0.0
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,86.1,0.1386,0.0,0.138,0.0,0.0,0.001,0.039,HDF,0.138
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,64.2,0.3575,0.0,0.357,0.0,0.0,0.001,0.05,HDF,0.357
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,33.5,0.6651,0.0,0.331,0.499,0.0,0.001,0.071,PWF,0.499
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,86.4,0.1364,0.0,0.136,0.0,0.0,0.001,0.064,HDF,0.136
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.057,none,0.0
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,84.8,0.152,0.0,0.151,0.0,0.0,0.001,0.059,HDF,0.151
7350,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.08,none,0.0
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,85.0,0.15,0.0,0.149,0.0,0.0,0.001,0.093,HDF,0.149
7352,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,82.3,0.1768,0.0,0.176,0.0,0.0,0.001,0.11,HDF,0.176
7353,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,77.9,0.2208,0.0,0.22,0.0,0.0,0.001,0.107,HDF,0.22
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.091,none,0.0
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,77.5,0.2252,0.0,0.224,0.0,0.0,0.001,0.139,HDF,0.224
7356,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.118,none,0.0
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,66.6,0.334,0.0,0.333,0.0,0.0,0.001,0.186,HDF,0.333
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,89.4,0.106,0.0,0.105,0.0,0.0,0.001,0.164,HDF,0.105
7359,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.116,none,0.0
7360,M22219,M,299.4,310.0,1512,43.2,47,0,0,0,0,0,0,95.9,0.041,0.0,0.04,0.0,0.0,0.001,0.169,HDF,0.04
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.16,none,0.0
7362,L54541,L,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,93.1,0.0694,0.0,0.068,0.0,0.0,0.001,0.182,HDF,0.068
7363,L54542,L,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.172,none,0.0
7364,L54543,L,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,71.1,0.2892,0.0,0.288,0.0,0.0,0.001,0.249,HDF,0.288
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,65.8,0.342,0.0,0.341,0.0,0.0,0.001,0.273,HDF,0.341
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.111,none,0.0
7367,H36780,H,299.6,310.1,1531,36.8,62,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.176,none,0.0
7368,M22227,M,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,40.6,0.5943,0.0,0.333,0.391,0.0,0.001,0.341,PWF/HDF,0.391
7369,M22228,M,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.175,none,0.0
7370,M22229,M,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.18,none,0.0
7371,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,81.6,0.1842,0.0,0.183,0.0,0.0,0.001,0.292,HDF,0.183
7372,L54551,L,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,95.9,0.041,0.0,0.04,0.0,0.0,0.001,0.316,HDF,0.04
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,87.2,0.1275,0.0,0.127,0.0,0.0,0.001,0.314,HDF,0.127
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.287,none,0.0
7375,L54554,L,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,63.3,0.3673,0.0,0.367,0.0,0.0,0.001,0.389,HDF,0.367
7376,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.294,none,0.0
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,87.9,0.1207,0.0,0.12,0.0,0.0,0.001,0.353,HDF,0.12
7378,L54557,L,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,63.3,0.3673,0.0,0.367,0.0,0.0,0.001,0.441,HDF,0.367
7379,L54558,L,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,65.2,0.3478,0.0,0.347,0.0,0.0,0.001,0.448,HDF,0.347
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,63.3,0.3673,0.0,0.367,0.0,0.0,0.001,0.39,HDF,0.367
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.223,none,0.0
7382,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,92.1,0.0787,0.0,0.078,0.0,0.0,0.001,0.396,HDF,0.078
7383,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.265,none,0.0
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,75.9,0.2408,0.0,0.24,0.0,0.0,0.001,0.389,HDF,0.24
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.355,none,0.0
7386,M22245,M,299.8,310.5,1375,53.9,110,0,0,0,0,0,0,69.9,0.3007,0.0,0.3,0.0,0.0,0.001,0.494,HDF,0.3
7387,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.299,none,0.0
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,80.9,0.191,0.0,0.19,0.0,0.0,0.001,0.398,HDF,0.19
7389,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.316,none,0.0
7390,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.366,none,0.0
7391,M22250,M,299.7,310.5,1490,41.2,126,0,0,0,0,0,0,92.8,0.072,0.0,0.071,0.0,0.0,0.001,0.433,HDF,0.071
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.367,none,0.0
7393,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,93.2,0.0685,0.0,0.068,0.0,0.0,0.001,0.429,HDF,0.068
7394,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.395,none,0.0
7395,L54574,L,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,92.0,0.0803,0.0,0.079,0.0,0.0,0.001,0.473,HDF,0.079
7396,M22255,M,299.7,310.6,1572,38.0,139,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.44,none,0.0
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.453,none,0.0
7398,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.342,none,0.0
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,95.6,0.0436,0.0,0.043,0.0,0.0,0.001,0.46,HDF,0.043
7400,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.475,none,0.0
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.43,none,0.0
7402,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0,0,45.8,0.5419,0.453,0.161,0.0,0.0,0.001,0.727,OSF,0.453
7403,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,79.1,0.2094,0.131,0.089,0.0,0.0,0.001,0.566,OSF/HDF,0.131
7404,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0,0,47.6,0.5245,0.405,0.2,0.0,0.0,0.001,0.702,OSF,0.405
7405,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.471,none,0.0
7406,M22265,M,299.8,310.8,1530,35.2,163,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.478,none,0.0
7407,L54586,L,299.8,310.9,1545,40.7,166,0,0,0,0,0,0,77.1,0.2292,0.228,0.0,0.0,0.0,0.001,0.614,OSF,0.228
7408,H36821,H,299.8,310.9,1427,47.2,168,0,0,0,0,0,0,69.0,0.3099,0.22,0.114,0.0,0.0,0.001,0.61,OSF/HDF,0.22
7409,L54588,L,299.9,310.9,1292,51.1,173,0,0,0,0,0,0,31.4,0.6862,0.607,0.2,0.0,0.0,0.001,0.804,OSF,0.607
7410,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,68.1,0.3188,0.0,0.0,0.318,0.0,0.001,0.28,PWF,0.318
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.444,none,0.0
7412,L54591,L,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,39.2,0.6079,0.556,0.117,0.0,0.0,0.001,0.778,OSF,0.556
7413,L54592,L,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,88.7,0.1126,0.106,0.0,0.0,0.007,0.001,0.553,OSF/TWF,0.106
7414,M22273,M,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,90.7,0.093,0.074,0.0,0.0,0.02,0.001,0.537,OSF/TWF,0.074
7415,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,83.5,0.1652,0.13,0.0,0.0,0.04,0.001,0.565,OSF/TWF,0.13
7416,L54595,L,300.1,311.2,1489,39.1,188,0,0,0,0,0,0,59.9,0.4011,0.337,0.046,0.0,0.053,0.001,0.668,OSF,0.337
7417,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0,0,56.0,0.4402,0.343,0.087,0.0,0.067,0.001,0.671,OSF,0.343
7418,M22277,M,300.1,311.3,1495,41.0,193,0,0,0,0,0,0,60.2,0.3978,0.319,0.031,0.0,0.087,0.001,0.659,OSF/TWF,0.319
7419,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0,0,57.0,0.4299,0.297,0.092,0.0,0.107,0.001,0.648,OSF/TWF,0.297
7420,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0,0,60.2,0.3978,0.31,0.0,0.0,0.127,0.001,0.655,TWF/OSF,0.317
7421,L54600,L,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,46.2,0.5376,0.462,0.0,0.0,0.14,0.001,0.731,OSF/TWF,0.462
7422,M22281,M,300.1,311.4,1342,48.5,203,0,0,0,0,0,0,27.3,0.7267,0.641,0.1,0.0,0.153,0.001,0.82,OSF,0.641
7423,L54602,L,300.0,311.2,1351,44.1,206,0,0,0,0,0,0,24.9,0.7507,0.652,0.133,0.0,0.173,0.001,0.826,OSF,0.652
7424,L54603,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,0,15.8,0.8425,0.789,0.082,0.0,0.187,0.001,0.894,OSF,0.789
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,76.5,0.2352,0.043,0.0,0.0,0.2,0.001,0.521,TWF,0.5
7426,M22285,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,77.9,0.2208,0.0,0.0,0.0,0.22,0.001,0.428,TWF,0.55
7427,M22286,M,300.0,311.4,1692,29.0,216,1,1,0,0,0,0,72.6,0.2742,0.044,0.0,0.0,0.24,0.001,0.522,TWF,0.6
7428,L54607,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.004,none,0.0
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.015,none,0.0
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,93.4,0.0658,0.0,0.065,0.0,0.0,0.001,0.027,HDF,0.065
7432,M22291,M,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,46.7,0.5333,0.0,0.067,0.499,0.0,0.001,0.051,PWF,0.499
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,96.8,0.0316,0.0,0.031,0.0,0.0,0.001,0.051,HDF,0.031
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.027,none,0.0
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,98.9,0.0108,0.0,0.01,0.0,0.0,0.001,0.063,none,0.01
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,98.7,0.0125,0.0,0.012,0.0,0.0,0.001,0.074,HDF,0.012
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,98.0,0.0201,0.0,0.019,0.0,0.0,0.001,0.082,HDF,0.019
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.065,none,0.0
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.065,none,0.0
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,97.4,0.0256,0.0,0.025,0.0,0.0,0.001,0.105,HDF,0.025
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.081,none,0.0
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0,96.6,0.0343,0.0,0.033,0.0,0.0,0.001,0.146,HDF,0.033
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.117,none,0.0
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.108,none,0.0
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0,96.6,0.0343,0.0,0.033,0.0,0.0,0.001,0.21,HDF,0.033
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.165,none,0.0
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.213,none,0.0
